publication_year,topic,publication_count
2019,Cleft Lip and Palate Research,1
2019,Climate Change and Sustainable Development,1
2019,Cloud Data Security Solutions,1
2019,Coal Properties and Utilization,1
2019,Coastal and Marine Dynamics,1
2019,Coconut Research and Applications,1
2019,Coding theory and cryptography,1
2019,Cognitive Science and Education Research,1
2019,Cognitive Science and Mapping,1
2019,Cold Fusion and Nuclear Reactions,1
2019,Collaboration in agile enterprises,1
2019,Collaborative Teaching and Inclusion,1
2019,Combustion and Detonation Processes,1
2019,Combustion and flame dynamics,1
2019,"Commonwealth, Australian Politics and Federalism",1
2019,Communication in Education and Healthcare,1
2019,"Communism, Protests, Social Movements",1
2019,Community Development and Social Impact,1
2019,Comparative International Legal Studies,1
2019,Complexity and Algorithms in Graphs,1
2019,Concrete Properties and Behavior,1
2019,Construction Project Management and Performance,1
2019,Consumer Packaging Perceptions and Trends,1
2019,Consumer behavior in food and health,1
2019,Contact Dermatitis and Allergies,1
2019,Control Systems and Identification,1
2019,Cooperative Communication and Network Coding,1
2019,Coordination Chemistry and Organometallics,1
2019,Corneal surgery and disorders,1
2019,Corporate Identity and Reputation,1
2019,Corruption and Economic Development,1
2019,Counseling Practices and Supervision,1
2019,Crime Patterns and Interventions,1
2019,"Crime, Deviance, and Social Control",1
2019,Criminal Justice and Corrections Analysis,1
2019,Critical Realism in Sociology,1
2019,Crop Yield and Soil Fertility,1
2019,Cruise Tourism Development and Management,1
2019,Crystal Structures and Properties,1
2019,Crystallization and Solubility Studies,1
2019,Cultural Heritage Management and Preservation,1
2019,Cultural Heritage Materials Analysis,1
2019,Cybercrime and Law Enforcement Studies,1
2019,Cybersecurity and Cyber Warfare Studies,1
2019,Cyclopropane Reaction Mechanisms,1
2019,Data-Driven Disease Surveillance,1
2019,Death Anxiety and Social Exclusion,1
2019,Dental Implant Techniques and Outcomes,1
2019,Dental Radiography and Imaging,1
2019,Dental Research and COVID-19,1
2019,Dental Trauma and Treatments,1
2019,Dental materials and restorations,1
2019,Dermatological diseases and infestations,1
2019,Developmental Biology and Gene Regulation,1
2019,Diagnosis and treatment of tuberculosis,1
2019,Diamond and Carbon-based Materials Research,1
2019,Dielectric properties of ceramics,1
2019,"Dietetics, Nutrition, and Education",1
2019,Differential Equations and Numerical Methods,1
2019,Diffusion and Search Dynamics,1
2019,Digital Communication and Language,1
2019,Digital Education and Society,1
2019,Digital Games and Media,1
2019,Digital Radiography and Breast Imaging,1
2019,Digital Transformation in Law,1
2019,Digital literacy in education,1
2019,"Digitalization, Law, and Regulation",1
2019,Disability Education and Employment,1
2019,Discrimination and Equality Law,1
2019,Distributed Sensor Networks and Detection Algorithms,1
2019,Diverse Academic Research Areas,1
2019,Diverse Applied Research Studies,1
2019,Diverse Approaches in Healthcare and Education Studies,1
2019,Diverse Education Studies and Reforms,1
2019,Diverse Educational Innovations Studies,1
2019,Diverse Scientific and Engineering Research,1
2019,Drilling and Well Engineering,1
2019,Drug Solubulity and Delivery Systems,1
2019,Dutch Social and Cultural Studies,1
2019,Dynamics and Control of Mechanical Systems,1
2019,Echinoderm biology and ecology,1
2019,"Ecology, Conservation, and Geographical Studies",1
2019,Economic Analysis and Policy,1
2019,Economic Development and Digital Transformation,1
2019,Economic Policies and Impacts,1
2019,Economic Theory and Policy,1
2019,Economic Zones and Regional Development,1
2019,Economic and Business Development Strategies,1
2019,Economic theories and models,1
2019,Ectopic Pregnancy Diagnosis and Management,1
2019,Education Practices and Challenges,1
2019,Education Systems and Policies,1
2019,Education and Islamic Studies,1
2019,Education and Teacher Training,1
2019,"Education, Literature, Philosophy Research",1
2019,"Education, Philosophy, and Society",1
2019,Educational Assessment and Improvement,1
2019,Educational Challenges and Innovations,1
2019,Educational Innovations and Technology,1
2019,Educational Leadership and Practices,1
2019,Educational Methods and Analysis,1
2019,Educational Methods and Impacts,1
2019,Educational Methods and Outcomes,1
2019,Educational Research and Pedagogy,1
2019,Educational Strategies and Epistemologies,1
2019,Effects of Radiation Exposure,1
2019,Efficiency Analysis Using DEA,1
2019,Electric Motor Design and Analysis,1
2019,Electric Power System Optimization,1
2019,Electrical and Thermal Properties of Materials,1
2019,Electromagnetic Fields and Biological Effects,1
2019,Electron Spin Resonance Studies,1
2019,Electronic Health Records Systems,1
2019,Electrostatic Discharge in Electronics,1
2019,Elite Sociology and Global Capitalism,1
2019,Emergency and Acute Care Studies,1
2019,Emotional Intelligence and Performance,1
2019,Employee Performance and Leadership,1
2019,Endodontics and Root Canal Treatments,1
2019,Engineering Diagnostics and Reliability,1
2019,Engineering Education and Technology,1
2019,Entomopathogenic Microorganisms in Pest Control,1
2019,Environmental Engineering and Cultural Studies,1
2019,Environmental Monitoring and Data Management,1
2019,Environmental Philosophy and Ethics,1
2019,Environmental Toxicology and Ecotoxicology,1
2019,Environmental and Air Quality Management,1
2019,"Environmental, Ecological, and Cultural Studies",1
2019,Enzyme Production and Characterization,1
2019,Enzyme function and inhibition,1
2019,Eosinophilic Disorders and Syndromes,1
2019,"Epistemology, Ethics, and Metaphysics",1
2019,Ethics in medical practice,1
2019,European Criminal Justice and Data Protection,1
2019,Evaluation of Teaching Practices,1
2019,Experience-Based Knowledge Management,1
2019,Facial Nerve Paralysis Treatment and Research,1
2019,Facial Rejuvenation and Surgery Techniques,1
2019,Family Business Performance and Succession,1
2019,"Feminism, Gender, and Sexuality Studies",1
2019,Feminist Epistemology and Gender Studies,1
2019,Fern and Epiphyte Biology,1
2019,Ferrocene Chemistry and Applications,1
2019,Fiber-reinforced polymer composites,1
2019,Fibromyalgia and Chronic Fatigue Syndrome Research,1
2019,Financial Reporting and Valuation Research,1
2019,Folate and B Vitamins Research,1
2019,Food Allergy and Anaphylaxis Research,1
2019,Food Safety and Hygiene,1
2019,Foot and Ankle Surgery,1
2019,Force Microscopy Techniques and Applications,1
2019,Forensic Anthropology and Bioarchaeology Studies,1
2019,"Forest, Soil, and Plant Ecology in China",1
2019,Freedom of Expression and Defamation,1
2019,Freshwater macroinvertebrate diversity and ecology,1
2019,Fungal Biology and Applications,1
2019,Fusion and Plasma Physics Studies,1
2019,Fusion materials and technologies,1
2019,Fuzzy Logic and Control Systems,1
2019,Fuzzy Systems and Optimization,1
2019,GaN-based semiconductor devices and materials,1
2019,Game Theory and Applications,1
2019,Garlic and Onion Studies,1
2019,Gastrointestinal Tumor Research and Treatment,1
2019,Gaze Tracking and Assistive Technology,1
2019,Gender Politics and Representation,1
2019,"Gender, Feminism, and Media",1
2019,"Gender, Labor, and Family Dynamics",1
2019,Genetics and Physical Performance,1
2019,Genital Health and Disease,1
2019,Geographic Information Systems Studies,1
2019,Geological Modeling and Analysis,1
2019,Geological formations and processes,1
2019,Geomagnetism and Paleomagnetism Studies,1
2019,Geophysics and Sensor Technology,1
2019,Geotechnical Engineering and Soil Mechanics,1
2019,Geotechnical Engineering and Soil Stabilization,1
2019,Giambattista Vico and Joyce,1
2019,Ginkgo biloba and Cashew Applications,1
2019,Glass properties and applications,1
2019,Global Financial Regulation and Crises,1
2019,Global Health Workforce Issues,1
2019,Global Health and Epidemiology,1
2019,Global Healthcare and Medical Tourism,1
2019,Global Maritime and Colonial Histories,1
2019,"Global trade, sustainability, and social impact",1
2019,Globalization and Cultural Identity,1
2019,Green IT and Sustainability,1
2019,Greenhouse Technology and Climate Control,1
2019,Groundwater and Isotope Geochemistry,1
2019,Health Literacy and Information Accessibility,1
2019,Health and Lifestyle Studies,1
2019,"Health, Nursing, Elderly Care",1
2019,"Health, psychology, and well-being",1
2019,Healthcare Systems and Challenges,1
2019,Healthcare Systems and Technology,1
2019,"Hearing, Cochlea, Tinnitus, Genetics",1
2019,Heat Transfer and Numerical Methods,1
2019,Hemophilia Treatment and Research,1
2019,Hemostasis and retained surgical items,1
2019,Herbal Medicine Research Studies,1
2019,Hibiscus Plant Research Studies,1
2019,High Altitude and Hypoxia,1
2019,Higher Education Governance and Development,1
2019,Higher Education and Employability,1
2019,Histiocytic Disorders and Treatments,1
2019,Historical Art and Culture Studies,1
2019,Historical Economic and Social Studies,1
2019,Historical Legal Studies and Society,1
2019,Historical Linguistics and Language Studies,1
2019,Historical Philosophy and Science,1
2019,Historical Psychiatry and Medical Practices,1
2019,Historical and Linguistic Studies,1
2019,History and Developments in Astronomy,1
2019,History and Theory of Mathematics,1
2019,History and advancements in chemistry,1
2019,History of Medicine Studies,1
2019,"Homicide, Infanticide, and Child Abuse",1
2019,Hormonal Regulation and Hypertension,1
2019,Hormonal and reproductive studies,1
2019,Horticultural and Viticultural Research,1
2019,Hospital Admissions and Outcomes,1
2019,Human Rights and Development,1
2019,Human auditory perception and evaluation,1
2019,Hydraulic Fracturing and Reservoir Analysis,1
2019,Hydrogen embrittlement and corrosion behaviors in metals,1
2019,ICT in Developing Communities,1
2019,Icing and De-icing Technologies,1
2019,Industrial Engineering and Technologies,1
2019,Infant Nutrition and Health,1
2019,Infection Control in Healthcare,1
2019,Inflammation biomarkers and pathways,1
2019,Inflammatory Myopathies and Dermatomyositis,1
2019,Inflammatory mediators and NSAID effects,1
2019,Information Architecture and Usability,1
2019,Information Retrieval and Search Behavior,1
2019,Information Society and Technology Trends,1
2019,Infrared Target Detection Methodologies,1
2019,Infrared Thermography in Medicine,1
2019,Innovations in Educational Methods,1
2019,Innovative Approaches in Technology and Social Development,1
2019,Inorganic Chemistry and Materials,1
2019,Inorganic and Organometallic Chemistry,1
2019,Insect and Arachnid Ecology and Behavior,1
2019,Insect behavior and control techniques,1
2019,Insects and Parasite Interactions,1
2019,Insurance and Financial Risk Management,1
2019,Interactive and Immersive Displays,1
2019,Interdisciplinary Cultural and Social Studies,1
2019,Intergenerational Family Dynamics and Caregiving,1
2019,International Business and FDI,1
2019,International Development and Aid,1
2019,International Law and Human Rights,1
2019,International Science and Diplomacy,1
2019,Interpreting and Communication in Healthcare,1
2019,Intimate Partner and Family Violence,1
2019,Intracranial Aneurysms: Treatment and Complications,1
2019,IoT and GPS-based Vehicle Safety Systems,1
2019,Ion-surface interactions and analysis,1
2019,Iron and Steelmaking Processes,1
2019,Iron oxide chemistry and applications,1
2019,Islanding Detection in Power Systems,1
2019,Kawasaki Disease and Coronary Complications,1
2019,Knee injuries and reconstruction techniques,1
2019,"LGBTQ Health, Identity, and Policy",1
2019,Laser Design and Applications,1
2019,Laser Material Processing Techniques,1
2019,Laser-Ablation Synthesis of Nanoparticles,1
2019,"Law, Rights, and Freedoms",1
2019,"Leadership, Courage, and Heroism Studies",1
2019,Learning Styles and Cognitive Differences,1
2019,Legal and cultural studies analysis,1
2019,Libraries and Information Services,1
2019,Lichen and fungal ecology,1
2019,"Linguistics, Language Diversity, and Identity",1
2019,Liquid Crystal Research Advancements,1
2019,"Literacy, Media, and Education",1
2019,Lubricants and Their Additives,1
2019,MRI in cancer diagnosis,1
2019,Magnesium Alloys: Properties and Applications,1
2019,Magnesium in Health and Disease,1
2019,Magnetic Field Sensors Techniques,1
2019,Magnetic Properties and Applications,1
2019,Magnetic Properties of Alloys,1
2019,Magnetic and Electromagnetic Effects,1
2019,Management and Optimization Techniques,1
2019,Mangiferin and Mango Extracts,1
2019,Marine Biology and Environmental Chemistry,1
2019,Marine Bivalve and Aquaculture Studies,1
2019,Marine and environmental studies,1
2019,Maritime Navigation and Safety,1
2019,Maritime Transport Emissions and Efficiency,1
2019,Maritime and Coastal Archaeology,1
2019,Marketing and Advertising Strategies,1
2019,Marriage and Sexual Relationships,1
2019,Material Selection and Properties,1
2019,Maternal and Neonatal Healthcare,1
2019,Mathematical Biology Tumor Growth,1
2019,Mathematical Inequalities and Applications,1
2019,Mathematical and Theoretical Epidemiology and Ecology Models,1
2019,Mathematics Education and Pedagogy,1
2019,Mathematics and Applications,1
2019,Mechanical Behavior of Composites,1
2019,Mechanical Engineering and Vibrations Research,1
2019,Mechanical Failure Analysis and Simulation,1
2019,Medical Device Sterilization and Disinfection,1
2019,Medical Education and Admissions,1
2019,Medical Imaging Techniques and Applications,1
2019,Medical Imaging and Pathology Studies,1
2019,Medical and Biological Ozone Research,1
2019,Medication Adherence and Compliance,1
2019,"Memory, violence, and history",1
2019,Meningioma and schwannoma management,1
2019,Menopause: Health Impacts and Treatments,1
2019,Mental Health and Psychiatry,1
2019,Meromorphic and Entire Functions,1
2019,Metal Extraction and Bioleaching,1
2019,Metal and Thin Film Mechanics,1
2019,Metallurgical Processes and Thermodynamics,1
2019,Microbial bioremediation and biosurfactants,1
